overall,reviewText,summary
1,Too big.  I wear size 8 and it is too big for me.,Too big. I wear size 8 and it is ...
1,Shirt is terrible very poorly made,One Star
1,It's like a canvas beach bag! To return this item costs more than the purse!,Don't buy it's a headache to return!
1,fell apart after wearing it one time.,One Star
1,Do not buy. Didn't work at all. Garbage. 12 o'clock is clearly not at the top. Came with a big scratch. Returned. How do you sell a watch like this?,Garbage. 12 o'clock is clearly not at the top
1,"Bought for my wife for Christmas and within 2 times wearing them, they sustained a rip across the thigh.  Poor quality and not worth the price.  Do not buy.","Poor Quality, Do not Buy"
1,The top is completely see through which makes it impossible to wear and the length of the pant is really short (I'm a short girl and still were too short). The owner will not refund my money so I suggest you not buying this item as it is really cheap looking as well.,Awful
1,You get what you pay for. Very cheap quality.  Also bottom was waaaaay too small.  I'm 5'3 112lbs and I couldn't get it up past my thighs without snapping threads. Lesson learned never buy swimwear on amazon.,You get what you pay for. Very cheap quality ...
1,"I wear a 9- 91/2 B or sometimes a wide-these were advertised as Extra Wide and I couldn't even get my foot in the sandal with the top strap completely open! The inner part of the sandal is so narrow, my toes didn't go past the middle strap. Amazon needs to "":vet"" these sellers better and stop them from listing ""seconds"" , (which I am convinces these are), without telling the buyer! They are going back just as fast as I can get them re-packed and although I have couple pair of Easy Street that fit OK, this is about the 3rd time they have NOT fit and I will be VERY careful about purchasing from them in the future. The only good thing is a couple pair of 9 1/2 sandals that didn't fit me I was able to give to my best friend, and they fit her fine...she wears an 8-8 1/2...buyer beware!",Easy Street??.....NOT!
1,Very disappointed it is very small detail is poor,One Star
1,These are not fleece lined leggings. They are fleece leggings. Gross,"Not lined leggings, but ALL fleece leggings"
1,"These are really cute (looking) shoes but impossible to wear - therefore useless & waste of $15. I need to learn my lesson, it's $15 for a reason. Ouch! As u can see below, cuts into heels and across big toes...this is after just minutes of wearing NO WAY would you make it all day without bloodless. They're made of some kind of cardboard covered in a plasticky leather. These are not the kind of shoes you can break in to; they will break into you.",Don't waste your $ or sacrifice ur flesh
1,"Sorry to give only one star! But other reviews are correct! Way to small! Bummer! Seemed like a nice jacket. doesn't fit correctly. I ordered a 5x , but I wear a 1x. Didn't fit. It will cost to much to send back! I suppose I will find someone who can wear it. 5x is more like a regular large. Disappointed  ",Jacket
1,"Bottom came loose the second time I wore them. The first time I wore them, all I did was go to dinner. So it definitely wasn't due to any abnormal wear and tear. Very disappointed",Very disappointed.
1,After less t.han a year the sole has come completely off one shoe,One Star
1,"I wear a size 8 ordered these is that size and I am not able to get the shoe on my foot. I am happy with how the purchase was handled, delivery, etc., but the size is not true and feel that anything we get from China is not made for Americans; I recently ordered a bra from Penney's the style, brand, size is the same that I have ordered in the past when it came in it measured 2"" smaller, this also came from China. I am really unhappy with just about every purchase I have made in the past year or so. The economy will never grow if we continue to purchase inferior products, I for one will not make anymore purchases.",size is not true
1,Material is not good its ripping very fast.,One Star
1,Its just an undershirt,One Star
1,"This is super short. I'm only 5'2 and it's still way shorter than I expected. I bought it for working out, but one tricep extension and my whole stomach would be showing.",So short.
1,Both sides should be in one color. I was very disappointed that they were not.,I was very disappointed that they were not
1,Looks cheep ! Not  What a expected,One Star
1,It was rediculous how large these bras were. I ordered the same I had in and theses things dangled on my gory like a hoola hoop,I ordered the same I had in and theses things dangled on my gory like a hoola
1,Received 2 different gloves.,One Star
1,"I like the cargo style of these flood (ankle) pant. What I don't like is how snug they are in the waist, hips,, & buttocks. I  wear a size 8-10 in all pants.  I am 5""2 &  my weight 137 pds. I  bought my daughter a pair whom is a teenager & they are too tight in her waist but no problems in the hips or buttocks on her. These pants are just cut wrong in my opinion.",These pants are not made for any type of curves
1,"Sorry! Not as shown at all.  Very poor quality fabric with some defects.  Very, very disappointed.",Big disappointment
1,Very disappointing and won't purchase again,"Didn't like them, sorry."
1,Too small. Gave them to a friend.,One Star
